Tenacity at Break (Standard),"0.24298",N/tex
Tensile extension at Break (Standard),"112.57944",mm
Tenacity at Yield ,,N/tex

Time,Extension,Load,Tensile strain (Extension),Tensile stress,Tenacity,Tensile extension
"11.50000","11.47958","0.51137","0.35874","0.08523","0.51137","11.47958"
"11.60000","11.57945","0.47650","0.36186","0.07942","0.47650","11.57945"
"11.70000","11.67954","0.50883","0.36499","0.08481","0.50883","11.67954"
"11.80000","11.77966","0.51889","0.36811","0.08648","0.51889","11.77966"
"11.90000","11.87950","0.51829","0.37123","0.08638","0.51829","11.87950"
"12.00000","11.97948","0.44327","0.37436","0.07388","0.44327","11.97948"
"12.10000","12.07959","0.45905","0.37749","0.07651","0.45905","12.07959"
"12.20000","12.17961","0.45762","0.38061","0.07627","0.45762","12.17961"
"12.30000","12.27954","0.51130","0.38374","0.08522","0.51130","12.27954"
"12.40000","12.37946","0.44928","0.38686","0.07488","0.44928","12.37946"
"12.50000","12.47947","0.44835","0.38998","0.07473","0.44835","12.47947"
"12.60000","12.57952","0.38729","0.39311","0.06455","0.38729","12.57952"
"12.70000","12.67954","0.49509","0.39624","0.08252","0.49509","12.67954"
"12.80000","12.77945","0.50166","0.39936","0.08361","0.50166","12.77945"
"12.90000","12.87952","0.49254","0.40249","0.08209","0.49254","12.87952"
"13.00000","12.97960","0.46883","0.40561","0.07814","0.46883","12.97960"
"13.10000","13.07959","0.53034","0.40874","0.08839","0.53034","13.07959"
"13.20000","13.17944","0.54537","0.41186","0.09090","0.54537","13.17944"
"13.30000","13.27946","0.51198","0.41498","0.08533","0.51198","13.27946"
"13.40000","13.37958","0.54957","0.41811","0.09160","0.54957","13.37958"
"13.50000","13.47954","0.56837","0.42124","0.09473","0.56837","13.47954"
"13.60000","13.57942","0.51608","0.42436","0.08601","0.51608","13.57942"
"13.70000","13.67950","0.48474","0.42748","0.08079","0.48474","13.67950"
"13.80000","13.77964","0.50268","0.43061","0.08378","0.50268","13.77964"
"13.90000","13.87952","0.58539","0.43374","0.09757","0.58539","13.87952"
"14.00000","13.97941","0.50306","0.43686","0.08384","0.50306","13.97941"
"14.10000","14.07949","0.54814","0.43998","0.09136","0.54814","14.07949"
"14.20000","14.17960","0.54563","0.44311","0.09094","0.54563","14.17960"
"14.30000","14.27951","0.54136","0.44623","0.09023","0.54136","14.27951"
"14.40000","14.37946","0.56814","0.44936","0.09469","0.56814","14.37946"
"14.50000","14.47949","0.55852","0.45248","0.09309","0.55852","14.47949"
"14.60000","14.57957","0.55402","0.45561","0.09234","0.55402","14.57957"
"14.70000","14.67953","0.52541","0.45874","0.08757","0.52541","14.67953"
"14.80000","14.77944","0.60394","0.46186","0.10066","0.60394","14.77944"
"14.90000","14.87944","0.53245","0.46498","0.08874","0.53245","14.87944"
"15.00000","14.97953","0.57414","0.46811","0.09569","0.57414","14.97953"
"15.10000","15.07955","0.57561","0.47124","0.09594","0.57561","15.07955"
"15.20000","15.17948","0.57586","0.47436","0.09598","0.57586","15.17948"
"15.30000","15.27945","0.56036","0.47748","0.09339","0.56036","15.27945"
"15.40000","15.37956","0.59454","0.48061","0.09909","0.59454","15.37956"
"15.50000","15.47955","0.57915","0.48374","0.09653","0.57915","15.47955"
"15.60000","15.57936","0.61996","0.48686","0.10333","0.61996","15.57936"
"15.70000","15.67944","0.56926","0.48998","0.09488","0.56926","15.67944"
"15.80000","15.77960","0.61615","0.49311","0.10269","0.61615","15.77960"
"15.90000","15.87951","0.58690","0.49623","0.09782","0.58690","15.87951"
"16.00000","15.97936","0.68602","0.49936","0.11434","0.68602","15.97936"
"16.10000","16.07943","0.63596","0.50248","0.10599","0.63596","16.07943"
"16.20000","16.17958","0.65179","0.50561","0.10863","0.65179","16.17958"
"16.30000","16.27945","0.55845","0.50873","0.09307","0.55845","16.27945"
"16.40000","16.37939","0.54004","0.51186","0.09001","0.54004","16.37939"
"16.50000","16.47945","0.62069","0.51498","0.10345","0.62069","16.47945"
"16.60000","16.57954","0.66210","0.51811","0.11035","0.66210","16.57954"
"16.70000","16.67954","0.61463","0.52124","0.10244","0.61463","16.67954"
"16.80000","16.77944","0.59356","0.52436","0.09893","0.59356","16.77944"
"16.90000","16.87942","0.64440","0.52748","0.10740","0.64440","16.87942"
"17.00000","16.97952","0.62277","0.53061","0.10380","0.62277","16.97952"
"17.10000","17.07949","0.65003","0.53373","0.10834","0.65003","17.07949"
"17.20000","17.17940","0.62301","0.53686","0.10384","0.62301","17.17940"
"17.30000","17.27940","0.67394","0.53998","0.11232","0.67394","17.27940"
"17.40000","17.37949","0.65753","0.54311","0.10959","0.65753","17.37949"
"17.50000","17.47957","0.66460","0.54624","0.11077","0.66460","17.47957"
"17.60000","17.57938","0.67150","0.54936","0.11192","0.67150","17.57938"
"17.70000","17.67938","0.70570","0.55248","0.11762","0.70570","17.67938"
"17.80000","17.77949","0.62020","0.55561","0.10337","0.62020","17.77949"
"17.90000","17.87950","0.69125","0.55873","0.11521","0.69125","17.87950"
"18.00000","17.97937","0.67553","0.56186","0.11259","0.67553","17.97937"
"18.10000","18.07944","0.64227","0.56498","0.10704","0.64227","18.07944"
"18.20000","18.17956","0.65286","0.56811","0.10881","0.65286","18.17956"
"18.30000","18.27947","0.71265","0.57123","0.11877","0.71265","18.27947"
"18.40000","18.37933","0.73680","0.57435","0.12280","0.73680","18.37933"
"18.50000","18.47943","0.68699","0.57748","0.11450","0.68699","18.47943"
"18.60000","18.57957","0.74300","0.58061","0.12383","0.74300","18.57957"
"18.70000","18.67948","0.71442","0.58373","0.11907","0.71442","18.67948"
"18.80000","18.77939","0.81036","0.58686","0.13506","0.81036","18.77939"
"18.90000","18.87939","0.64695","0.58998","0.10782","0.64695","18.87939"
"19.00000","18.97943","0.68033","0.59311","0.11339","0.68033","18.97943"
"19.10000","19.07947","0.76122","0.59623","0.12687","0.76122","19.07947"
"19.20000","19.17936","0.69518","0.59935","0.11586","0.69518","19.17936"
"19.30000","19.27938","0.69127","0.60248","0.11521","0.69127","19.27938"
"19.40000","19.37950","0.73961","0.60561","0.12327","0.73961","19.37950"
"19.50000","19.47945","0.77820","0.60873","0.12970","0.77820","19.47945"
"19.60000","19.57937","0.74839","0.61186","0.12473","0.74839","19.57937"
"19.70000","19.67936","0.75889","0.61498","0.12648","0.75889","19.67936"
"19.80000","19.77946","0.73756","0.61811","0.12293","0.73756","19.77946"
"19.90000","19.87953","0.85017","0.62124","0.14170","0.85017","19.87953"
"20.00000","19.97941","0.74859","0.62436","0.12477","0.74859","19.97941"
"20.10000","20.07939","0.80359","0.62748","0.13393","0.80359","20.07939"
"20.20000","20.17951","0.72105","0.63061","0.12017","0.72105","20.17951"
"20.30000","20.27954","0.69232","0.63374","0.11539","0.69232","20.27954"
"20.40000","20.37935","0.74637","0.63685","0.12440","0.74637","20.37935"
"20.50000","20.47939","0.79658","0.63998","0.13276","0.79658","20.47939"
"20.60000","20.57950","0.75544","0.64311","0.12591","0.75544","20.57950"
"20.70000","20.67948","0.78254","0.64623","0.13042","0.78254","20.67948"
"20.80000","20.77934","0.81308","0.64935","0.13551","0.81308","20.77934"
"20.90000","20.87939","0.75430","0.65248","0.12572","0.75430","20.87939"
"21.00000","20.97952","0.79683","0.65561","0.13281","0.79683","20.97952"
"21.10000","21.07949","0.79996","0.65873","0.13333","0.79996","21.07949"
"21.20000","21.17939","0.77633","0.66186","0.12939","0.77633","21.17939"
"21.30000","21.27940","0.75950","0.66498","0.12658","0.75950","21.27940"
"21.40000","21.37945","0.79987","0.66811","0.13331","0.79987","21.37945"
"21.50000","21.47950","0.79003","0.67123","0.13167","0.79003","21.47950"
"21.60000","21.57938","0.83583","0.67436","0.13930","0.83583","21.57938"
"21.70000","21.67939","0.79144","0.67748","0.13191","0.79144","21.67939"
"21.80000","21.77949","0.81726","0.68061","0.13621","0.81726","21.77949"
"21.90000","21.87948","0.74879","0.68373","0.12480","0.74879","21.87948"
"22.00000","21.97938","0.75193","0.68686","0.12532","0.75193","21.97938"
"22.10000","22.07937","0.83643","0.68998","0.13940","0.83643","22.07937"
"22.20000","22.17947","0.80742","0.69311","0.13457","0.80742","22.17947"
"22.30000","22.27951","0.81469","0.69623","0.13578","0.81469","22.27951"
"22.40000","22.37938","0.80086","0.69936","0.13348","0.80086","22.37938"
"22.50000","22.47938","0.80459","0.70248","0.13410","0.80459","22.47938"
"22.60000","22.57949","0.81240","0.70561","0.13540","0.81240","22.57949"
"22.70000","22.67955","0.82194","0.70874","0.13699","0.82194","22.67955"
"22.80000","22.77937","0.78931","0.71186","0.13155","0.78931","22.77937"
"22.90000","22.87940","0.90387","0.71498","0.15065","0.90387","22.87940"
"23.00000","22.97953","0.81913","0.71811","0.13652","0.81913","22.97953"
"23.10000","23.07949","0.81417","0.72123","0.13569","0.81417","23.07949"
"23.20000","23.17936","0.79257","0.72436","0.13210","0.79257","23.17936"
"23.30000","23.27941","0.86556","0.72748","0.14426","0.86556","23.27941"
"23.40000","23.37952","0.82331","0.73061","0.13722","0.82331","23.37952"
"23.50000","23.47952","0.81009","0.73374","0.13502","0.81009","23.47952"
"23.60000","23.57945","0.79782","0.73686","0.13297","0.79782","23.57945"
"23.70000","23.67948","0.81157","0.73998","0.13526","0.81157","23.67948"
"23.80000","23.77948","0.87597","0.74311","0.14599","0.87597","23.77948"
"23.90000","23.87958","0.86298","0.74624","0.14383","0.86298","23.87958"
"24.00000","23.97944","0.80079","0.74936","0.13346","0.80079","23.97944"
"24.10000","24.07936","0.89325","0.75248","0.14887","0.89325","24.07936"
"24.20000","24.17951","0.88179","0.75561","0.14697","0.88179","24.17951"
"24.30000","24.27956","0.84808","0.75874","0.14135","0.84808","24.27956"
"24.40000","24.37943","0.86952","0.76186","0.14492","0.86952","24.37943"
"24.50000","24.47939","0.88421","0.76498","0.14737","0.88421","24.47939"
"24.60000","24.57948","0.89502","0.76811","0.14917","0.89502","24.57948"
"24.70000","24.67957","0.87038","0.77124","0.14506","0.87038","24.67957"
"24.80000","24.77945","0.83767","0.77436","0.13961","0.83767","24.77945"
"24.90000","24.87941","0.91465","0.77748","0.15244","0.91465","24.87941"
"25.00000","24.97953","0.85489","0.78061","0.14248","0.85489","24.97953"
"25.10000","25.07957","0.90455","0.78374","0.15076","0.90455","25.07957"
"25.20000","25.17944","0.79139","0.78686","0.13190","0.79139","25.17944"
"25.30000","25.27944","0.89900","0.78998","0.14983","0.89900","25.27944"
"25.40000","25.37953","0.92544","0.79311","0.15424","0.92544","25.37953"
"25.50000","25.47954","0.92913","0.79624","0.15485","0.92913","25.47954"
"25.60000","25.57947","0.89640","0.79936","0.14940","0.89640","25.57947"
"25.70000","25.67949","0.89932","0.80248","0.14989","0.89932","25.67949"
"25.80000","25.77952","0.90280","0.80561","0.15047","0.90280","25.77952"
"25.90000","25.87952","0.88489","0.80874","0.14748","0.88489","25.87952"
"26.00000","25.97949","0.94347","0.81186","0.15725","0.94347","25.97949"
"26.10000","26.07944","0.88590","0.81498","0.14765","0.88590","26.07944"
"26.20000","26.17951","0.86752","0.81811","0.14459","0.86752","26.17951"
"26.30000","26.27963","0.91979","0.82124","0.15330","0.91979","26.27963"
"26.40000","26.37951","0.92915","0.82436","0.15486","0.92915","26.37951"
"26.50000","26.47948","0.92225","0.82748","0.15371","0.92225","26.47948"
"26.60000","26.57955","0.95968","0.83061","0.15995","0.95968","26.57955"
"26.70000","26.67964","0.98328","0.83374","0.16388","0.98328","26.67964"
"26.80000","26.77948","0.97835","0.83686","0.16306","0.97835","26.77948"
"26.90000","26.87940","0.86760","0.83998","0.14460","0.86760","26.87940"
"27.00000","26.97957","0.96157","0.84311","0.16026","0.96157","26.97957"
"27.10000","27.07964","0.92691","0.84624","0.15448","0.92691","27.07964"
"27.20000","27.17950","0.93068","0.84936","0.15511","0.93068","27.17950"
"27.30000","27.27947","0.97781","0.85248","0.16297","0.97781","27.27947"
"27.40000","27.37957","0.95920","0.85561","0.15987","0.95920","27.37957"
"27.50000","27.47963","0.97385","0.85874","0.16231","0.97385","27.47963"
"27.60000","27.57949","0.96593","0.86186","0.16099","0.96593","27.57949"
"27.70000","27.67943","0.99237","0.86498","0.16540","0.99237","27.67943"
"27.80000","27.77952","0.96396","0.86811","0.16066","0.96396","27.77952"
"27.90000","27.87957","0.90478","0.87124","0.15080","0.90478","27.87957"
"28.00000","27.97952","1.01246","0.87436","0.16874","1.01246","27.97952"
"28.10000","28.07953","1.01101","0.87749","0.16850","1.01101","28.07953"
"28.20000","28.17956","0.96885","0.88061","0.16148","0.96885","28.17956"
"28.30000","28.27959","0.95417","0.88374","0.15903","0.95417","28.27959"
"28.40000","28.37955","1.00183","0.88686","0.16697","1.00183","28.37955"
"28.50000","28.47947","1.00333","0.88998","0.16722","1.00333","28.47947"
"28.60000","28.57953","1.01274","0.89311","0.16879","1.01274","28.57953"
"28.70000","28.67967","0.91990","0.89624","0.15332","0.91990","28.67967"
"28.80000","28.77954","0.96247","0.89936","0.16041","0.96247","28.77954"
"28.90000","28.87946","1.06239","0.90248","0.17707","1.06239","28.87946"
"29.00000","28.97958","1.06901","0.90561","0.17817","1.06901","28.97958"
"29.10000","29.07965","1.00152","0.90874","0.16692","1.00152","29.07965"
"29.20000","29.17949","1.02012","0.91186","0.17002","1.02012","29.17949"
"29.30000","29.27949","1.03525","0.91498","0.17254","1.03525","29.27949"
"29.40000","29.37958","1.01097","0.91811","0.16849","1.01097","29.37958"
"29.50000","29.47963","1.02073","0.92124","0.17012","1.02073","29.47963"
"29.60000","29.57951","1.05437","0.92436","0.17573","1.05437","29.57951"
"29.70000","29.67946","1.04044","0.92748","0.17341","1.04044","29.67946"
"29.80000","29.77959","1.09865","0.93061","0.18311","1.09865","29.77959"
"29.90000","29.87963","1.01554","0.93374","0.16926","1.01554","29.87963"
"30.00000","29.97959","0.98641","0.93686","0.16440","0.98641","29.97959"
"30.10000","30.07949","1.03326","0.93998","0.17221","1.03326","30.07949"
"30.20000","30.17954","1.03935","0.94311","0.17323","1.03935","30.17954"
"30.30000","30.27959","1.06061","0.94624","0.17677","1.06061","30.27959"
"30.40000","30.37955","1.00940","0.94936","0.16823","1.00940","30.37955"
"30.50000","30.47952","1.05417","0.95249","0.17570","1.05417","30.47952"
"30.60000","30.57957","1.09497","0.95561","0.18250","1.09497","30.57957"
"30.70000","30.67963","1.05763","0.95874","0.17627","1.05763","30.67963"
"30.80000","30.77957","1.04078","0.96186","0.17346","1.04078","30.77957"
"30.90000","30.87945","1.07494","0.96498","0.17916","1.07494","30.87945"
"31.00000","30.97953","1.15959","0.96811","0.19326","1.15959","30.97953"
"31.10000","31.07967","1.04185","0.97124","0.17364","1.04185","31.07967"
"31.20000","31.17957","1.02205","0.97436","0.17034","1.02205","31.17957"
"31.30000","31.27949","1.07601","0.97748","0.17933","1.07601","31.27949"
"31.40000","31.37954","1.08774","0.98061","0.18129","1.08774","31.37954"
"31.50000","31.47967","1.18936","0.98374","0.19823","1.18936","31.47967"
"31.60000","31.57952","1.09490","0.98686","0.18248","1.09490","31.57952"
"31.70000","31.67949","1.06167","0.98998","0.17695","1.06167","31.67949"
"31.80000","31.77961","1.08866","0.99311","0.18144","1.08866","31.77961"
"31.90000","31.87967","1.14353","0.99624","0.19059","1.14353","31.87967"
"32.00000","31.97956","1.16082","0.99936","0.19347","1.16082","31.97956"
"32.10000","32.07951","1.07811","1.00248","0.17968","1.07811","32.07951"
"32.20000","32.17962","1.11956","1.00561","0.18659","1.11956","32.17962"
"32.30000","32.27964","1.14398","1.00874","0.19066","1.14398","32.27964"
"32.40000","32.37958","1.09622","1.01186","0.18270","1.09622","32.37958"
"32.50000","32.47943","1.07948","1.01498","0.17991","1.07948","32.47943"
"32.60000","32.57950","1.08394","1.01811","0.18066","1.08394","32.57950"
"32.70000","32.67962","1.09465","1.02124","0.18244","1.09465","32.67962"
"32.80000","32.77957","1.10795","1.02436","0.18466","1.10795","32.77957"
"32.90000","32.87952","1.12730","1.02748","0.18788","1.12730","32.87952"
"33.00000","32.97953","1.14275","1.03061","0.19046","1.14275","32.97953"
"33.10000","33.07963","1.12756","1.03374","0.18793","1.12756","33.07963"
"33.20000","33.17959","1.18061","1.03686","0.19677","1.18061","33.17959"
"33.30000","33.27943","1.15779","1.03998","0.19297","1.15779","33.27943"
"33.40000","33.37954","1.14204","1.04311","0.19034","1.14204","33.37954"
"33.50000","33.47968","1.15264","1.04624","0.19211","1.15264","33.47968"
"33.60000","33.57956","1.21138","1.04936","0.20190","1.21138","33.57956"
"33.70000","33.67950","1.17477","1.05248","0.19580","1.17477","33.67950"
"33.80000","33.77952","1.21705","1.05561","0.20284","1.21705","33.77952"
"33.90000","33.87963","1.14070","1.05874","0.19012","1.14070","33.87963"
"34.00000","33.97950","1.15773","1.06186","0.19295","1.15773","33.97950"
"34.10000","34.07944","1.27914","1.06498","0.21319","1.27914","34.07944"
"34.20000","34.17953","1.15192","1.06811","0.19199","1.15192","34.17953"
"34.30000","34.27964","1.15308","1.07124","0.19218","1.15308","34.27964"
"34.40000","34.37956","1.19747","1.07436","0.19958","1.19747","34.37956"
"34.50000","34.47949","1.21708","1.07748","0.20285","1.21708","34.47949"
"34.60000","34.57953","1.30508","1.08061","0.21751","1.30508","34.57953"
"34.70000","34.67961","1.22053","1.08374","0.20342","1.22053","34.67961"
"34.80000","34.77956","1.24338","1.08686","0.20723","1.24338","34.77956"
"34.90000","34.87946","1.22512","1.08998","0.20419","1.22512","34.87946"
"35.00000","34.97951","1.26148","1.09311","0.21025","1.26148","34.97951"
"35.10000","35.07960","1.21060","1.09624","0.20177","1.21060","35.07960"
"35.20000","35.17959","1.20767","1.09936","0.20128","1.20767","35.17959"
"35.30000","35.27946","1.30305","1.10248","0.21718","1.30305","35.27946"
"35.40000","35.37949","1.24727","1.10561","0.20788","1.24727","35.37949"
"35.50000","35.47963","1.24047","1.10874","0.20674","1.24047","35.47963"
"35.60000","35.57956","1.26687","1.11186","0.21114","1.26687","35.57956"
"35.70000","35.67941","1.19814","1.11498","0.19969","1.19814","35.67941"
"35.80000","35.77952","1.24362","1.11811","0.20727","1.24362","35.77952"
"35.90000","35.87961","1.27201","1.12124","0.21200","1.27201","35.87961"
"36.00000","35.97954","1.17536","1.12436","0.19589","1.17536","35.97954"
"36.10000","36.07942","1.17871","1.12748","0.19645","1.17871","36.07942"
"36.20000","36.17950","1.21309","1.13061","0.20218","1.21309","36.17950"
"36.30000","36.27956","1.26763","1.13374","0.21127","1.26763","36.27956"
"36.40000","36.37951","1.28589","1.13686","0.21432","1.28589","36.37951"
"36.50000","36.47945","1.24025","1.13998","0.20671","1.24025","36.47945"
"36.60000","36.57950","1.19664","1.14311","0.19944","1.19664","36.57950"
"36.70000","36.67959","1.31698","1.14624","0.21950","1.31698","36.67959"
"36.80000","36.77952","1.24451","1.14936","0.20742","1.24451","36.77952"
"36.90000","36.87945","1.19185","1.15248","0.19864","1.19185","36.87945"
"37.00000","36.97952","1.23160","1.15561","0.20527","1.23160","36.97952"
