Tenacity at Break (Standard),"0.19481",N/tex
Tensile extension at Break (Standard),"76.52746",mm
Tenacity at Yield ,,N/tex

Time,Extension,Load,Tensile strain (Extension),Tensile stress,Tenacity,Tensile extension
"7.30000","7.27952","0.46221","0.22748","0.07703","0.46221","7.27952"
"7.40000","7.37946","0.42445","0.23061","0.07074","0.42445","7.37946"
"7.50000","7.47951","0.47524","0.23373","0.07921","0.47524","7.47951"
"7.60000","7.57964","0.40278","0.23686","0.06713","0.40278","7.57964"
"7.70000","7.67955","0.44789","0.23999","0.07465","0.44789","7.67955"
"7.80000","7.77945","0.50955","0.24311","0.08492","0.50955","7.77945"
"7.90000","7.87953","0.46439","0.24624","0.07740","0.46439","7.87953"
"8.00000","7.97958","0.52097","0.24936","0.08683","0.52097","7.97958"
"8.10000","8.07957","0.40299","0.25249","0.06717","0.40299","8.07957"
"8.20000","8.17944","0.55036","0.25561","0.09173","0.55036","8.17944"
"8.30000","8.27943","0.44236","0.25873","0.07373","0.44236","8.27943"
"8.40000","8.37965","0.48732","0.26186","0.08122","0.48732","8.37965"
"8.50000","8.47958","0.55344","0.26499","0.09224","0.55344","8.47958"
"8.60000","8.57937","0.51680","0.26811","0.08613","0.51680","8.57937"
"8.70000","8.67947","0.55755","0.27123","0.09293","0.55755","8.67947"
"8.80000","8.77962","0.50719","0.27436","0.08453","0.50719","8.77962"
"8.90000","8.87944","0.50509","0.27748","0.08418","0.50509","8.87944"
"9.00000","8.97940","0.48056","0.28061","0.08009","0.48056","8.97940"
"9.10000","9.07950","0.53597","0.28373","0.08933","0.53597","9.07950"
"9.20000","9.17958","0.46949","0.28686","0.07825","0.46949","9.17958"
"9.30000","9.27956","0.57151","0.28999","0.09525","0.57151","9.27956"
"9.40000","9.37945","0.52865","0.29311","0.08811","0.52865","9.37945"
"9.50000","9.47947","0.55672","0.29623","0.09279","0.55672","9.47947"
"9.60000","9.57951","0.56104","0.29936","0.09351","0.56104","9.57951"
"9.70000","9.67947","0.52622","0.30248","0.08770","0.52622","9.67947"
"9.80000","9.77946","0.49748","0.30561","0.08291","0.49748","9.77946"
"9.90000","9.87946","0.55554","0.30873","0.09259","0.55554","9.87946"
"10.00000","9.97958","0.53322","0.31186","0.08887","0.53322","9.97958"
"10.10000","10.07952","0.52427","0.31499","0.08738","0.52427","10.07952"
"10.20000","10.17944","0.54203","0.31811","0.09034","0.54203","10.17944"
"10.30000","10.27947","0.54566","0.32123","0.09094","0.54566","10.27947"
"10.40000","10.37959","0.60938","0.32436","0.10156","0.60938","10.37959"
"10.50000","10.47954","0.59567","0.32749","0.09928","0.59567","10.47954"
"10.60000","10.57940","0.58600","0.33061","0.09767","0.58600","10.57940"
"10.70000","10.67937","0.61480","0.33373","0.10247","0.61480","10.67937"
"10.80000","10.77953","0.65181","0.33686","0.10864","0.65181","10.77953"
"10.90000","10.87955","0.56891","0.33999","0.09482","0.56891","10.87955"
"11.00000","10.97936","0.66874","0.34311","0.11146","0.66874","10.97936"
"11.10000","11.07940","0.58414","0.34623","0.09736","0.58414","11.07940"
"11.20000","11.17955","0.57527","0.34936","0.09588","0.57527","11.17955"
"11.30000","11.27946","0.59050","0.35248","0.09842","0.59050","11.27946"
"11.40000","11.37940","0.64671","0.35561","0.10778","0.64671","11.37940"
"11.50000","11.47943","0.61103","0.35873","0.10184","0.61103","11.47943"
"11.60000","11.57948","0.66339","0.36186","0.11056","0.66339","11.57948"
"11.70000","11.67954","0.63853","0.36499","0.10642","0.63853","11.67954"
"11.80000","11.77940","0.66738","0.36811","0.11123","0.66738","11.77940"
"11.90000","11.87940","0.65062","0.37123","0.10844","0.65062","11.87940"
"12.00000","11.97949","0.71109","0.37436","0.11852","0.71109","11.97949"
"12.10000","12.07949","0.62113","0.37748","0.10352","0.62113","12.07949"
"12.20000","12.17944","0.69388","0.38061","0.11565","0.69388","12.17944"
"12.30000","12.27938","0.71126","0.38373","0.11854","0.71126","12.27938"
"12.40000","12.37953","0.73998","0.38686","0.12333","0.73998","12.37953"
"12.50000","12.47950","0.67507","0.38998","0.11251","0.67507","12.47950"
"12.60000","12.57941","0.67391","0.39311","0.11232","0.67391","12.57941"
"12.70000","12.67939","0.72980","0.39623","0.12163","0.72980","12.67939"
"12.80000","12.77955","0.65831","0.39936","0.10972","0.65831","12.77955"
"12.90000","12.87954","0.72161","0.40249","0.12027","0.72161","12.87954"
"13.00000","12.97936","0.70425","0.40560","0.11738","0.70425","12.97936"
"13.10000","13.07938","0.67328","0.40873","0.11221","0.67328","13.07938"
"13.20000","13.17952","0.75405","0.41186","0.12568","0.75405","13.17952"
"13.30000","13.27954","0.74936","0.41499","0.12489","0.74936","13.27954"
"13.40000","13.37938","0.73411","0.41811","0.12235","0.73411","13.37938"
"13.50000","13.47936","0.78642","0.42123","0.13107","0.78642","13.47936"
"13.60000","13.57950","0.70542","0.42436","0.11757","0.70542","13.57950"
"13.70000","13.67943","0.75054","0.42748","0.12509","0.75054","13.67943"
"13.80000","13.77935","0.75210","0.43060","0.12535","0.75210","13.77935"
"13.90000","13.87942","0.74685","0.43373","0.12448","0.74685","13.87942"
"14.00000","13.97949","0.80720","0.43686","0.13453","0.80720","13.97949"
"14.10000","14.07949","0.79191","0.43998","0.13199","0.79191","14.07949"
"14.20000","14.17940","0.79357","0.44311","0.13226","0.79357","14.17940"
"14.30000","14.27935","0.72327","0.44623","0.12055","0.72327","14.27935"
"14.40000","14.37944","0.81390","0.44936","0.13565","0.81390","14.37944"
"14.50000","14.47943","0.73821","0.45248","0.12303","0.73821","14.47943"
"14.60000","14.57942","0.77940","0.45561","0.12990","0.77940","14.57942"
"14.70000","14.67939","0.77622","0.45873","0.12937","0.77622","14.67939"
"14.80000","14.77951","0.76225","0.46186","0.12704","0.76225","14.77951"
"14.90000","14.87954","0.83367","0.46499","0.13895","0.83367","14.87954"
"15.00000","14.97939","0.80511","0.46811","0.13419","0.80511","14.97939"
"15.10000","15.07937","0.87956","0.47123","0.14659","0.87956","15.07937"
"15.20000","15.17951","0.82674","0.47436","0.13779","0.82674","15.17951"
"15.30000","15.27951","0.81288","0.47748","0.13548","0.81288","15.27951"
"15.40000","15.37939","0.84520","0.48061","0.14087","0.84520","15.37939"
"15.50000","15.47937","0.84631","0.48373","0.14105","0.84631","15.47937"
"15.60000","15.57948","0.90763","0.48686","0.15127","0.90763","15.57948"
"15.70000","15.67948","0.87203","0.48998","0.14534","0.87203","15.67948"
"15.80000","15.77939","0.84007","0.49311","0.14001","0.84007","15.77939"
"15.90000","15.87939","0.88457","0.49623","0.14743","0.88457","15.87939"
"16.00000","15.97948","0.85266","0.49936","0.14211","0.85266","15.97948"
"16.10000","16.07947","0.84538","0.50248","0.14090","0.84538","16.07947"
"16.20000","16.17939","0.86143","0.50561","0.14357","0.86143","16.17939"
"16.30000","16.27942","0.94047","0.50873","0.15674","0.94047","16.27942"
"16.40000","16.37947","0.92503","0.51186","0.15417","0.92503","16.37947"
"16.50000","16.47948","0.87366","0.51498","0.14561","0.87366","16.47948"
"16.60000","16.57940","0.93266","0.51811","0.15544","0.93266","16.57940"
"16.70000","16.67937","0.90881","0.52123","0.15147","0.90881","16.67937"
"16.80000","16.77946","0.95893","0.52436","0.15982","0.95893","16.77946"
"16.90000","16.87950","0.89136","0.52748","0.14856","0.89136","16.87950"
"17.00000","16.97938","0.82536","0.53061","0.13756","0.82536","16.97938"
"17.10000","17.07936","0.96572","0.53373","0.16095","0.96572","17.07936"
"17.20000","17.17950","0.93081","0.53686","0.15513","0.93081","17.17950"
"17.30000","17.27954","0.92377","0.53999","0.15396","0.92377","17.27954"
"17.40000","17.37932","0.92407","0.54310","0.15401","0.92407","17.37932"
"17.50000","17.47937","0.96979","0.54623","0.16163","0.96979","17.47937"
"17.60000","17.57953","0.89764","0.54936","0.14961","0.89764","17.57953"
"17.70000","17.67954","0.96460","0.55249","0.16077","0.96460","17.67954"
"17.80000","17.77941","0.94220","0.55561","0.15703","0.94220","17.77941"
"17.90000","17.87937","0.98917","0.55873","0.16486","0.98917","17.87937"
"18.00000","17.97950","0.99576","0.56186","0.16596","0.99576","17.97950"
"18.10000","18.07950","1.01450","0.56498","0.16908","1.01450","18.07950"
"18.20000","18.17941","1.07393","0.56811","0.17899","1.07393","18.17941"
"18.30000","18.27943","0.98814","0.57123","0.16469","0.98814","18.27943"
"18.40000","18.37954","0.98935","0.57436","0.16489","0.98935","18.37954"
"18.50000","18.47954","1.00639","0.57749","0.16773","1.00639","18.47954"
"18.60000","18.57948","1.01916","0.58061","0.16986","1.01916","18.57948"
"18.70000","18.67944","0.96286","0.58373","0.16048","0.96286","18.67944"
"18.80000","18.77951","1.05206","0.58686","0.17534","1.05206","18.77951"
"18.90000","18.87955","1.01938","0.58999","0.16990","1.01938","18.87955"
"19.00000","18.97944","1.04305","0.59311","0.17384","1.04305","18.97944"
"19.10000","19.07936","1.09723","0.59623","0.18287","1.09723","19.07936"
"19.20000","19.17947","1.04342","0.59936","0.17390","1.04342","19.17947"
"19.30000","19.27957","1.07833","0.60249","0.17972","1.07833","19.27957"
"19.40000","19.37942","1.01061","0.60561","0.16843","1.01061","19.37942"
"19.50000","19.47939","1.03997","0.60873","0.17333","1.03997","19.47939"
"19.60000","19.57952","1.06371","0.61186","0.17728","1.06371","19.57952"
"19.70000","19.67957","1.05680","0.61499","0.17613","1.05680","19.67957"
"19.80000","19.77945","1.06966","0.61811","0.17828","1.06966","19.77945"
"19.90000","19.87941","1.12155","0.62123","0.18692","1.12155","19.87941"
"20.00000","19.97956","1.00390","0.62436","0.16732","1.00390","19.97956"
"20.10000","20.07958","1.05951","0.62749","0.17658","1.05951","20.07958"
"20.20000","20.17943","1.10632","0.63061","0.18439","1.10632","20.17943"
"20.30000","20.27946","1.08735","0.63373","0.18122","1.08735","20.27946"
"20.40000","20.37958","1.06801","0.63686","0.17800","1.06801","20.37958"
"20.50000","20.47957","1.09323","0.63999","0.18221","1.09323","20.47957"
"20.60000","20.57946","1.13101","0.64311","0.18850","1.13101","20.57946"
"20.70000","20.67945","1.13509","0.64623","0.18918","1.13509","20.67945"
"20.80000","20.77953","1.17692","0.64936","0.19615","1.17692","20.77953"
"20.90000","20.87957","1.12527","0.65249","0.18754","1.12527","20.87957"
"21.00000","20.97948","1.20041","0.65561","0.20007","1.20041","20.97948"
"21.10000","21.07946","1.14709","0.65873","0.19118","1.14709","21.07946"
"21.20000","21.17956","1.14466","0.66186","0.19078","1.14466","21.17956"
"21.30000","21.27960","1.14563","0.66499","0.19094","1.14563","21.27960"
"21.40000","21.37953","1.19851","0.66811","0.19975","1.19851","21.37953"
"21.50000","21.47942","1.15531","0.67123","0.19255","1.15531","21.47942"
"21.60000","21.57950","1.20757","0.67436","0.20126","1.20757","21.57950"
"21.70000","21.67962","1.21307","0.67749","0.20218","1.21307","21.67962"
"21.80000","21.77952","1.13019","0.68061","0.18837","1.13019","21.77952"
"21.90000","21.87950","1.25678","0.68373","0.20946","1.25678","21.87950"
"22.00000","21.97954","1.23523","0.68686","0.20587","1.23523","21.97954"
"22.10000","22.07965","1.22383","0.68999","0.20397","1.22383","22.07965"
"22.20000","22.17951","1.24820","0.69311","0.20803","1.24820","22.17951"
"22.30000","22.27946","1.24491","0.69623","0.20748","1.24491","22.27946"
"22.40000","22.37957","1.30297","0.69936","0.21716","1.30297","22.37957"
"22.50000","22.47959","1.22685","0.70249","0.20448","1.22685","22.47959"
"22.60000","22.57947","1.24573","0.70561","0.20762","1.24573","22.57947"
"22.70000","22.67948","1.25581","0.70873","0.20930","1.25581","22.67948"
"22.80000","22.77961","1.31836","0.71186","0.21973","1.31836","22.77961"
"22.90000","22.87959","1.30766","0.71499","0.21794","1.30766","22.87959"
"23.00000","22.97951","1.32678","0.71811","0.22113","1.32678","22.97951"
"23.10000","23.07948","1.23227","0.72123","0.20538","1.23227","23.07948"
"23.20000","23.17953","1.33060","0.72436","0.22177","1.33060","23.17953"
"23.30000","23.27963","1.28621","0.72749","0.21437","1.28621","23.27963"
"23.40000","23.37959","1.29829","0.73061","0.21638","1.29829","23.37959"
"23.50000","23.47947","1.35105","0.73373","0.22517","1.35105","23.47947"
"23.60000","23.57956","1.37537","0.73686","0.22923","1.37537","23.57956"
"23.70000","23.67965","1.29374","0.73999","0.21562","1.29374","23.67965"
"23.80000","23.77953","1.38064","0.74311","0.23011","1.38064","23.77953"
"23.90000","23.87947","1.31515","0.74623","0.21919","1.31515","23.87947"
"24.00000","23.97954","1.38494","0.74936","0.23082","1.38494","23.97954"
"24.10000","24.07967","1.35809","0.75249","0.22635","1.35809","24.07967"
"24.20000","24.17955","1.34766","0.75561","0.22461","1.34766","24.17955"
"24.30000","24.27948","1.28659","0.75873","0.21443","1.28659","24.27948"
"24.40000","24.37955","1.38236","0.76186","0.23039","1.38236","24.37955"
"24.50000","24.47968","1.36650","0.76499","0.22775","1.36650","24.47968"
"24.60000","24.57956","1.34554","0.76811","0.22426","1.34554","24.57956"
"24.70000","24.67948","1.39942","0.77123","0.23324","1.39942","24.67948"
"24.80000","24.77961","1.31222","0.77436","0.21870","1.31222","24.77961"
"24.90000","24.87962","1.39796","0.77749","0.23299","1.39796","24.87962"
"25.00000","24.97945","1.43392","0.78061","0.23899","1.43392","24.97945"
"25.10000","25.07951","1.34495","0.78373","0.22416","1.34495","25.07951"
"25.20000","25.17961","1.40909","0.78686","0.23485","1.40909","25.17961"
"25.30000","25.27962","1.41539","0.78999","0.23590","1.41539","25.27962"
"25.40000","25.37955","1.40148","0.79311","0.23358","1.40148","25.37955"
"25.50000","25.47950","1.50097","0.79623","0.25016","1.50097","25.47950"
"25.60000","25.57949","1.37192","0.79936","0.22865","1.37192","25.57949"
"25.70000","25.67962","1.43511","0.80249","0.23919","1.43511","25.67962"
"25.80000","25.77960","1.47729","0.80561","0.24622","1.47729","25.77960"
"25.90000","25.87941","1.43405","0.80873","0.23901","1.43405","25.87941"
"26.00000","25.97954","1.36754","0.81186","0.22792","1.36754","25.97954"
"26.10000","26.07965","1.49373","0.81499","0.24895","1.49373","26.07965"
"26.20000","26.17957","1.42496","0.81811","0.23749","1.42496","26.17957"
"26.30000","26.27950","1.48949","0.82123","0.24825","1.48949","26.27950"
"26.40000","26.37953","1.50182","0.82436","0.25030","1.50182","26.37953"
"26.50000","26.47965","1.47585","0.82749","0.24597","1.47585","26.47965"
"26.60000","26.57957","1.48873","0.83061","0.24812","1.48873","26.57957"
"26.70000","26.67949","1.57010","0.83373","0.26168","1.57010","26.67949"
"26.80000","26.77957","1.48676","0.83686","0.24779","1.48676","26.77957"
"26.90000","26.87964","1.44382","0.83999","0.24064","1.44382","26.87964"
"27.00000","26.97955","1.52047","0.84311","0.25341","1.52047","26.97955"
"27.10000","27.07950","1.55080","0.84623","0.25847","1.55080","27.07950"
"27.20000","27.17956","1.56989","0.84936","0.26165","1.56989","27.17956"
"27.30000","27.27963","1.51765","0.85249","0.25294","1.51765","27.27963"
"27.40000","27.37955","1.50005","0.85561","0.25001","1.50005","27.37955"
"27.50000","27.47948","1.56872","0.85873","0.26145","1.56872","27.47948"
"27.60000","27.57959","1.51833","0.86186","0.25305","1.51833","27.57959"
"27.70000","27.67957","1.60641","0.86499","0.26773","1.60641","27.67957"
"27.80000","27.77957","1.57270","0.86811","0.26212","1.57270","27.77957"
"27.90000","27.87949","1.54671","0.87123","0.25778","1.54671","27.87949"
"28.00000","27.97947","1.56752","0.87436","0.26125","1.56752","27.97947"
"28.10000","28.07963","1.58703","0.87749","0.26450","1.58703","28.07963"
"28.20000","28.17957","1.53341","0.88061","0.25557","1.53341","28.17957"
"28.30000","28.27950","1.58778","0.88373","0.26463","1.58778","28.27950"
"28.40000","28.37955","1.56598","0.88686","0.26100","1.56598","28.37955"
"28.50000","28.47964","1.53482","0.88999","0.25580","1.53482","28.47964"
"28.60000","28.57953","1.69615","0.89311","0.28269","1.69615","28.57953"
"28.70000","28.67945","1.64491","0.89623","0.27415","1.64491","28.67945"
"28.80000","28.77948","1.60603","0.89936","0.26767","1.60603","28.77948"
"28.90000","28.87964","1.60389","0.90249","0.26732","1.60389","28.87964"
"29.00000","28.97955","1.62138","0.90561","0.27023","1.62138","28.97955"
"29.10000","29.07948","1.58165","0.90873","0.26361","1.58165","29.07948"
"29.20000","29.17953","1.63567","0.91186","0.27261","1.63567","29.17953"
"29.30000","29.27964","1.60191","0.91499","0.26699","1.60191","29.27964"
"29.40000","29.37952","1.62903","0.91811","0.27151","1.62903","29.37952"
"29.50000","29.47941","1.70461","0.92123","0.28410","1.70461","29.47941"
"29.60000","29.57951","1.68065","0.92436","0.28011","1.68065","29.57951"
"29.70000","29.67960","1.61618","0.92749","0.26936","1.61618","29.67960"
"29.80000","29.77953","1.68925","0.93061","0.28154","1.68925","29.77953"
"29.90000","29.87947","1.68079","0.93373","0.28013","1.68079","29.87947"
"30.00000","29.97953","1.69542","0.93686","0.28257","1.69542","29.97953"
"30.10000","30.07957","1.77104","0.93999","0.29517","1.77104","30.07957"
"30.20000","30.17957","1.69962","0.94311","0.28327","1.69962","30.17957"
"30.30000","30.27946","1.71732","0.94623","0.28622","1.71732","30.27946"
"30.40000","30.37946","1.71779","0.94936","0.28630","1.71779","30.37946"
"30.50000","30.47964","1.71807","0.95249","0.28634","1.71807","30.47964"
"30.60000","30.57958","1.75933","0.95561","0.29322","1.75933","30.57958"
"30.70000","30.67943","1.67923","0.95873","0.27987","1.67923","30.67943"
"30.80000","30.77948","1.72408","0.96186","0.28735","1.72408","30.77948"
"30.90000","30.87962","1.79381","0.96499","0.29897","1.79381","30.87962"
"31.00000","30.97946","1.74064","0.96811","0.29011","1.74064","30.97946"
"31.10000","31.07940","1.71214","0.97123","0.28536","1.71214","31.07940"
"31.20000","31.17947","1.79804","0.97436","0.29967","1.79804","31.17947"
"31.30000","31.27957","1.76752","0.97749","0.29459","1.76752","31.27957"
"31.40000","31.37954","1.83469","0.98061","0.30578","1.83469","31.37954"
"31.50000","31.47940","1.80045","0.98373","0.30007","1.80045","31.47940"
"31.60000","31.57947","1.73811","0.98686","0.28969","1.73811","31.57947"
"31.70000","31.67961","1.78676","0.98999","0.29779","1.78676","31.67961"
"31.80000","31.77948","1.83660","0.99311","0.30610","1.83660","31.77948"
"31.90000","31.87948","1.74592","0.99623","0.29099","1.74592","31.87948"
"32.00000","31.97947","1.81249","0.99936","0.30208","1.81249","31.97947"
"32.10000","32.07956","1.83675","1.00249","0.30613","1.83675","32.07956"
"32.20000","32.17952","1.80377","1.00561","0.30063","1.80377","32.17952"
"32.30000","32.27942","1.84048","1.00873","0.30675","1.84048","32.27942"
"32.40000","32.37944","1.89667","1.01186","0.31611","1.89667","32.37944"
"32.50000","32.47954","1.86730","1.01499","0.31122","1.86730","32.47954"
"32.60000","32.57954","1.87952","1.01811","0.31325","1.87952","32.57954"
"32.70000","32.67941","1.82357","1.02123","0.30393","1.82357","32.67941"
"32.80000","32.77941","1.91103","1.02436","0.31850","1.91103","32.77941"
"32.90000","32.87961","1.85817","1.02749","0.30969","1.85817","32.87961"
"33.00000","32.97955","1.85919","1.03061","0.30987","1.85919","32.97955"
"33.10000","33.07940","1.80061","1.03373","0.30010","1.80061","33.07940"
"33.20000","33.17941","1.90594","1.03686","0.31766","1.90594","33.17941"
"33.30000","33.27953","1.86486","1.03999","0.31081","1.86486","33.27953"
"33.40000","33.37949","1.90638","1.04311","0.31773","1.90638","33.37949"
"33.50000","33.47939","1.91275","1.04623","0.31879","1.91275","33.47939"
"33.60000","33.57947","1.93086","1.04936","0.32181","1.93086","33.57947"
"33.70000","33.67956","1.87726","1.05249","0.31288","1.87726","33.67956"
"33.80000","33.77952","1.90189","1.05561","0.31698","1.90189","33.77952"
"33.90000","33.87939","1.87905","1.05873","0.31318","1.87905","33.87939"
"34.00000","33.97945","1.93598","1.06186","0.32266","1.93598","33.97945"
"34.10000","34.07952","1.96631","1.06498","0.32772","1.96631","34.07952"
"34.20000","34.17951","1.94199","1.06811","0.32367","1.94199","34.17951"
"34.30000","34.27941","1.92634","1.07123","0.32106","1.92634","34.27941"
"34.40000","34.37936","2.01769","1.07435","0.33628","2.01769","34.37936"
"34.50000","34.47948","1.98528","1.07748","0.33088","1.98528","34.47948"
"34.60000","34.57952","1.96317","1.08061","0.32720","1.96317","34.57952"
"34.70000","34.67942","1.98506","1.08373","0.33084","1.98506","34.67942"
"34.80000","34.77944","1.95294","1.08686","0.32549","1.95294","34.77944"
"34.90000","34.87949","2.05729","1.08998","0.34288","2.05729","34.87949"
"35.00000","34.97951","2.04706","1.09311","0.34118","2.04706","34.97951"
"35.10000","35.07934","2.01623","1.09623","0.33604","2.01623","35.07934"
"35.20000","35.17937","2.06450","1.09936","0.34408","2.06450","35.17937"
"35.30000","35.27956","2.01065","1.10249","0.33511","2.01065","35.27956"
"35.40000","35.37953","2.07000","1.10561","0.34500","2.07000","35.37953"
"35.50000","35.47939","2.02242","1.10873","0.33707","2.02242","35.47939"
"35.60000","35.57940","2.03009","1.11186","0.33835","2.03009","35.57940"
"35.70000","35.67952","2.08708","1.11498","0.34785","2.08708","35.67952"
"35.80000","35.77949","2.10358","1.11811","0.35060","2.10358","35.77949"
"35.90000","35.87934","2.05695","1.12123","0.34283","2.05695","35.87934"
"36.00000","35.97940","2.11006","1.12436","0.35168","2.11006","35.97940"
"36.10000","36.07951","2.07248","1.12748","0.34541","2.07248","36.07951"
"36.20000","36.17950","2.10021","1.13061","0.35004","2.10021","36.17950"
"36.30000","36.27940","2.13400","1.13373","0.35567","2.13400","36.27940"
"36.40000","36.37939","2.14037","1.13686","0.35673","2.14037","36.37939"
"36.50000","36.47951","2.07850","1.13998","0.34642","2.07850","36.47951"
"36.60000","36.57953","2.19122","1.14311","0.36520","2.19122","36.57953"
"36.70000","36.67940","2.15043","1.14623","0.35840","2.15043","36.67940"
"36.80000","36.77938","2.10557","1.14936","0.35093","2.10557","36.77938"
"36.90000","36.87945","2.13583","1.15248","0.35597","2.13583","36.87945"
"37.00000","36.97949","2.16943","1.15561","0.36157","2.16943","36.97949"
